證券代碼,年月,營收成長率,ROE(A)－稅後
1725 元禎,202509,-9.45,4.04
1726 永記,202509,-3.92,2.5
1727 中華化,202509,-12.87,0.09
1730 花仙子,202509,-7.49,3.99
1731 美吾華,202509,5.81,1.95
1732 毛寶,202509,18.11,2.65
1733 五鼎,202509,-14.2,1.23
1734 杏輝,202509,16.44,2.29
1735 日勝化,202509,-18.47,1.38
1736 喬山,202509,-0.28,5.99
1737 臺鹽,202509,-2.87,1.09
1742 台蠟,202509,-61.02,-1.07
1752 南光,202509,-9.67,1.94
1760 寶齡富錦,202509,6.13,4.05
1762 中化生,202509,-55.64,-1.32
1773 勝一,202509,1.46,5.34
1776 展宇,202509,-32.11,0.14
1777 生泰,202509,1.85,3.15
1780 立弘,202509,9,5.6
1781 合世,202509,-60.49,-5.31
1783 和康生,202509,15.47,5.23
1784 訊聯,202509,-1.96,-0.28
1785 光洋科,202509,36.92,5.2
1786 科妍,202509,-0.36,3.2
1788 杏昌,202509,5.62,3.26
1789 神隆,202509,-0.38,0.15
1795 美時,202509,-8.86,6.75
1796 金穎生技,202509,25.57,0.71
1799 易威,202509,-8.42,0.87
1802 台玻,202509,6.19,0.55
1805 寶徠,202509,-73.98,-0.61
1806 冠軍,202509,-11.88,1.17
1808 潤隆,202509,-98.25,-1.14
1809 中釉,202509,17.57,-0.05
1810 和成,202509,-8.97,0.16
1813 寶利徠,202509,-9.26,0.88
1815 富喬,202509,37.1,3.62
1817 凱撒衛,202509,-7.94,4.17
1903 士紙,202509,-2.77,3.67
1904 正隆,202509,-15.65,0.46
1905 華紙,202509,-9.84,-1.84
1906 寶隆,202509,-6.45,1.31
1907 永豐餘,202509,-7.85,1.9
1909 榮成,202509,-4.16,-0.75
2002 中鋼,202509,-14.13,-0.89
2006 東和鋼鐵,202509,-6.86,3.51
2007 燁興,202509,-36.7,-6.48
2008 高興昌,202509,33.88,1.7
2009 第一銅,202509,-0.17,2.56
2010 春源,202509,0.41,3.03
2012 春雨,202509,-14.01,1.07
2013 中鋼構,202509,-2.29,3.35
2014 中鴻,202509,-38.61,-4.19
2015 豐興,202509,-18.77,2.61
2017 官田鋼,202509,-20.73,-1.55
2020 美亞,202509,29.41,3.65
2022 聚亨,202509,28.71,1.08
2023 燁輝,202509,-4.56,-3.34
2024 志聯,202509,-9.4,-0.52
2025 千興,202509,19.75,3.9
2027 大成鋼,202509,18.97,3.57
2028 威致,202509,-25.19,-0.86
2029 盛餘,202509,-12.55,-0.13
2030 彰源,202509,-20.48,0.45
2031 新光鋼,202509,13.6,1.58
2032 新鋼,202509,10.8,1.9
2033 佳大,202509,20.85,0.71
2034 允強,202509,-22.16,2.3
2035 唐榮,202509,-24.12,-13.41
2038 海光,202509,-26.71,-1.78
2049 上銀,202509,-5.23,1.15
2059 川湖,202509,69.55,13.98
2061 風青,202509,-4.45,-0.04
2062 橋椿,202509,-10.9,-0.36
2063 世鎧,202509,6.06,2.79
2064 晉椿,202509,-5.71,-1.15
2065 世豐,202509,-18.77,3.02
2066 世德,202509,-10.3,1.53
2067 嘉鋼,202509,-2.42,-15.56
2069 運錩,202509,-10.86,1.64
2070 精湛,202509,-12.52,2.9
2072 世紀風電,202509,-2.74,2.13
2073 雄順,202509,-10.11,-1.76
2101 南港,202509,-75.21,0.66
2102 泰豐,202509,-21.32,1.26
2103 台橡,202509,-13.33,-0.22
2104 國際中橡,202509,-25.24,-10.38
2105 正新,202509,-7.17,2.02
2106 建大,202509,-7.29,0.42
2107 厚生,202509,-18.56,1.39
2108 南帝,202509,-25.54,1.23
2109 華豐,202509,-23.28,1.66
2114 鑫永銓,202509,11.89,4.06
2115 六暉-KY,202509,-12.6,0.84
2201 裕隆,202509,-14.13,1.08
2204 中華,202509,-9.3,2.18
2206 三陽工業,202509,-3.09,3.24
2207 和泰車,202509,6.46,5.79
2208 台船,202509,15.7,0.8
2211 長榮鋼,202509,21.95,4.45
2221 大甲,202509,-16.46,2.24
2227 裕日車,202509,-33.3,1.51
2228 劍麟,202509,-8.09,1.95
2230 泰茂,202509,17.84,-0.14
2231 為升,202509,-22,0.19
2233 宇隆,202509,-17.67,2.79
2235 謚源,202509,-20.81,1.62
2236 百達-KY,202509,473.15,-10.16
2237 華德動能,202509,1251.67,2.7
2239 英利-KY,202509,-11.55,-1.89
2241 艾姆勒,202509,11.66,-1.48
2243 宏旭-KY,202509,-4.44,-4.99
2247 汎德永業,202509,-20.95,2.41
2248 華勝-KY,202509,-7.53,4.12
2250 IKKA-KY,202509,-14.34,1.71
2254 巨鎧精密-創,202509,-38.02,-1.58
2258 鴻華先進-創,202509,-74.68,-6.99
2301 光寶科,202509,22.07,5.65
2302 麗正,202509,11.21,3.53
2303 聯電,202509,-2.25,4.28
2305 全友,202509,-10.63,1.71
2308 台達電,202509,33.97,7.55
2312 金寶,202509,-10.34,1.84
2313 華通,202509,-0.7,5.06
2314 台揚,202509,24.39,-58.56
2316 楠梓電,202509,13.73,8.6
2317 鴻海,202509,11.02,3.82
2321 東訊,202509,43.13,0.68
2323 中環,202509,-2.52,5.21
2324 仁寶,202509,-23.41,1.77
2327 國巨*,202509,4.25,4.15
2328 廣宇,202509,-10.64,1.2
2329 華泰,202509,32.55,3.79
2330 台積電,202509,30.31,9.36
2331 精英,202509,18.88,2.61
2332 友訊,202509,-6.42,0.66
2337 旺宏,202509,5.93,-2.03
2338 光罩,202509,-19.24,-5.07
2340 台亞,202509,-0.64,-3.61
2342 茂矽,202509,-2.42,-0.2
2344 華邦電,202509,2.15,2.76
2345 智邦,202509,158.74,17.58
2347 聯強,202509,-7.88,3.79
2348 海悅,202509,-38.47,0.69
2349 錸德,202509,4.95,-0.22
2351 順德,202509,-12.48,1.44
2352 佳世達,202509,3.42,0.67
2353 宏碁,202509,0.97,2.38
2354 鴻準,202509,109.3,0.87
2355 敬鵬,202509,-5.08,0.46
2356 英業達,202509,7.61,4.94
2357 華碩,202509,20.25,4.2
2359 所羅門,202509,-2.89,3.16
2360 致茂,202509,13.82,18.75
2362 藍天,202509,-22.39,2.26
2363 矽統,202509,320.18,0.76
2364 倫飛,202509,8.86,13.26
2365 昆盈,202509,-6.52,1.46
2367 燿華,202509,-18.21,0.11
2368 金像電,202509,69.07,13.59
2369 菱生,202509,4.9,-2.54
2371 大同,202509,11.28,1.18
2373 震旦行,202509,-2.16,3.1
2374 佳能,202509,60.31,3.74
2375 凱美,202509,3.93,1.59
2376 技嘉,202509,12.97,5.91
2377 微星,202509,10.84,3.33
2379 瑞昱,202509,-4.1,7.56
2380 虹光,202509,52.01,-12.67
2382 廣達,202509,16.66,7.9
2383 台光電,202509,43.99,9.82
2385 群光,202509,-10.51,5.4
2387 精元,202509,-23.31,2.41
2388 威盛,202509,-56.15,0.11
2390 云辰,202509,-5.23,-1.03
2392 正崴,202509,6.58,-29.63
2393 億光,202509,-11.5,3.04
2395 研華,202509,18.89,5.53
2397 友通,202509,5.97,1.89
2399 映泰,202509,-5.41,1.42
2401 凌陽,202509,-12.77,-0.16
2402 毅嘉,202509,9.58,2.9
2404 漢唐,202509,72.45,21.28
2405 輔信,202509,11.76,-0.03
2406 國碩,202509,-10.02,-1.55
2408 南亞科,202509,130.91,1
2409 友達,202509,-10.08,-0.7
2412 中華電,202509,4.16,2.56
2413 環科,202509,21.48,4.85
2414 精技,202509,17.43,3.67
2415 錩新,202509,1.69,3.14
2417 圓剛,202509,-4.95,1.42
2419 仲琦,202509,4.84,0.99
2420 新巨,202509,-9.38,4.06
2421 建準,202509,22.42,9.03
2423 固緯,202509,3.54,4.24
2424 隴華,202509,15.64,-11.82
2425 承啟,202509,-11.15,0.94
2426 鼎元,202509,-13.17,-0.84
2427 三商電,202509,-16.96,1.62
2428 興勤,202509,5.2,4.02
2429 銘旺科,202509,54.49,-2.49
2430 燦坤,202509,-9.27,0.08
2431 聯昌,202509,-24.11,-1.77
2432 倚天酷碁-創,202509,19.38,2.52
2433 互盛電,202509,-0.24,5.01
2434 統懋,202509,-9.72,3.67
2436 偉詮電,202509,8.48,5.73
2438 翔耀,202509,-1.71,-15.75
2439 美律,202509,2.07,4.35
2440 太空梭,202509,-14.8,-0.66
2441 超豐,202509,10.12,3.32
2442 新美齊,202509,-31.45,0.57
2444 兆勁,202509,-24.48,-5.6
2449 京元電子,202509,31.99,5.06
2450 神腦,202509,1.39,1.2
2451 創見,202509,63.24,8.04
2453 凌群,202509,8.01,3.39
2454 聯發科,202509,7.8,6.26
2455 全新,202509,13.29,5.41
2457 飛宏,202509,-6.49,0.62
2458 義隆,202509,-2.55,7.89
2459 敦吉,202509,-6.06,3.18
2460 建通,202509,-7.67,-15.98
2461 光群雷,202509,-2.01,0.27
2462 良得電,202509,-4.71,2.81
2464 盟立,202509,-25.53,0.03
2465 麗臺,202509,93.56,-6.13
2466 冠西電,202509,-13.54,21.44
2467 志聖,202509,45.79,4.43
2468 華經,202509,13.02,1.53
2471 資通,202509,9.26,7.51
2472 立隆電,202509,0.34,4.3
2474 可成,202509,-5,2.08
2476 鉅祥,202509,6.07,4.44
2477 美隆電,202509,-17.53,2.35
2478 大毅,202509,1.09,2.22
2480 敦陽科,202509,11.09,5.97
2481 強茂,202509,-1.96,2.47
2482 連宇,202509,-15.22,0.3
2483 百容,202509,3.6,-0.3
2484 希華,202509,-2.26,0.59
2485 兆赫,202509,119.25,-0.24
2486 一詮,202509,6.11,1.19
2488 漢平,202509,-14.89,5.04
2489 瑞軒,202509,-7.95,2.51
2491 吉祥全,202509,-15.32,9.73
2492 華新科,202509,0.67,2.45
2493 揚博,202509,-3.2,5.81
2495 普安,202509,-3.66,4.73
2496 卓越,202509,2.96,4.63
2497 怡利電,202509,-10.35,4.86
2498 宏達電,202509,-7.43,13.2
2501 國建,202509,35.45,1.91
2504 國產,202509,3.39,4
2505 國揚,202509,1846.65,3
2506 太設,202509,12.62,0.97
2509 全坤建,202509,-91.36,-0.16
2511 太子,202509,9.7,0.38
2514 龍邦,202509,-19.27,1.62
2515 中工,202509,-23.47,0.61
2516 新建,202509,13.3,2.35
2520 冠德,202509,-12.48,1.97
2524 京城,202509,-59.87,0.37
2527 宏璟,202509,-59.54,2.71
2528 皇普,202509,23446.8,8.86
2530 華建,202509,27.97,6.18
2534 宏盛,202509,-3.68,0.1
2535 達欣工,202509,58.82,4.66
2536 宏普,202509,622.12,-0.43
2537 聯上發,202509,-40.42,-0.33
2538 基泰,202509,-70.52,6.55
2539 櫻花建,202509,36951.23,5.36
2540 愛山林,202509,7.76,-0.22
2542 興富發,202509,-11.05,2.39
2543 皇昌,202509,8.48,4
2545 皇翔,202509,-87.08,-1.33
2546 根基,202509,88.91,7.38
2547 日勝生,202509,-15.6,0.31
2548 華固,202509,-47.72,1.79
2596 綠意,202509,-26.15,-0.47
2597 潤弘,202509,17.52,11.65
2601 益航,202509,-11.76,-2.01
2603 長榮,202509,-36.57,4.08
2605 新興,202509,-9.38,0.98
2606 裕民,202509,-3.98,4.29
2607 榮運,202509,-35.72,2.59
2608 嘉里大榮,202509,2.28,2.32
2609 陽明,202509,-42.21,1.93
2610 華航,202509,-2.2,3.41
2611 志信,202509,-7.9,5
2612 中航,202509,-3.03,1.83
2613 中櫃,202509,3.33,1.54
2614 東森,202509,-1.2,3.64
2615 萬海,202509,-35.72,4.68
2616 山隆,202509,-4.91,-6.14
2617 台航,202509,-6.29,3.37
2618 長榮航,202509,-8.27,4.59
2630 亞航,202509,4.06,2.05
2633 台灣高鐵,202509,0.95,2.16
2634 漢翔,202509,2.04,1.15
2636 台驊控股,202509,-37.05,1.97
2637 慧洋-KY,202509,-18.17,3.49
2640 大車隊,202509,2.47,6.06
2641 正德,202509,67.74,2.66
2642 宅配通,202509,-7.26,-1.19
2643 捷迅,202509,53.51,5.36
2645 長榮航太,202509,11.43,5.75
2646 星宇航空,202509,11.86,-1.36
2701 萬企,202509,-14.35,1.29
2702 華園,202509,-10.57,1.23
2704 國賓,202509,-4.58,1.94
2705 六福,202509,-9.99,-0.5
2706 第一店,202509,10.71,1.2
2707 晶華,202509,8.49,8.12
2712 遠雄來,202509,96.5,2.22
2718 全心投控,202509,-70.21,9.22
2719 燦星旅,202509,-38.48,-1.95
2722 夏都,202509,-11.73,-0.41
2723 美食-KY,202509,-8.74,-11.04
2724 藝舍-KY,202509,-92.15,-3.47
2726 雅茗-KY,202509,4.98,-3.58
2727 王品,202509,2.36,7.95
2729 瓦城,202509,-2.39,4.37
2731 雄獅,202509,-8.3,9.78
2732 六角,202509,10.43,1.62
2734 易飛網,202509,7.18,-4.06
2736 富野,202509,26.55,-4.57
2739 寒舍,202509,-3.36,-0.31
2740 華軒,202509,-64.01,-7.22
2743 山富,202509,-1.84,6.89
2745 五福,202509,10.8,11.56
2748 雲品,202509,-5.04,1.26
2751 王座,202509,46.08,6.34
2752 豆府,202509,8.69,9.4
2753 八方雲集,202509,7.41,6.17
2754 亞洲藏壽司,202509,4.32,3.55
2755 揚秦,202509,17.48,7.14
2756 聯發國際,202509,84.35,6.94
2762 世界健身-KY,202509,14.08,4.03
2801 彰銀,202509,5.55,2.42
2807 渣打銀行,202509,-7.35,3.53
2809 京城銀,202509,55.05,1.7
2812 台中銀,202509,13.27,2.86
2816 旺旺保,202509,11.72,5.04
2820 華票,202509,28.22,1.67
2823 凱基人壽,202509,-35.82,4.72
2832 台產,202509,0.27,3.14
2833 台壽,202509,16.5,6.53
2834 臺企銀,202509,-2.76,2.41
2836 高雄銀,202509,11.26,1.32
2837 凱基銀行,202509,12.24,2.57
2838 聯邦銀,202509,8.42,2.19
2845 遠東銀,202509,1.11,1.81
2848 華南保,202509,7.76,5.82
2849 安泰銀,202509,0.23,1.29
2850 新產,202509,7.34,5.07
2851 中再保,202509,16.63,3.99
2852 第一保,202509,-0.3,2.95
2855 統一證,202509,72,6.05
2856 元富證,202509,25.1,5.84
2867 三商壽,202509,37.47,4.45
2880 華南金,202509,8.96,3.71
2881 富邦金,202509,78.11,4.45
2882 國泰金,202509,24.15,3.43
2883 凱基金,202509,-58.74,4.7
2884 玉山金,202509,9.62,3.71
2885 元大金,202509,12.36,3.29
2886 兆豐金,202509,3.51,2.71
2887 台新新光金,202509,91.22,3.63
2889 國票金,202509,38.27,2.59
2890 永豐金,202509,16.32,3.73
2891 中信金,202509,28.37,5.14
2892 第一金,202509,10.49,2.85
2893 新光銀行,202509,6.77,2.89
2897 王道銀行,202509,1.67,1.44
2901 欣欣,202509,-3.05,0.77
2903 遠百,202509,-0.89,2.04
2904 匯僑,202509,-1.96,2.44
2905 三商,202509,20.56,3.87
2906 高林,202509,-5.66,0.69
2908 特力,202509,-5.13,-0.36
2910 統領,202509,4.41,3.19
2911 麗嬰房,202509,-10.4,-48.23
2912 統一超,202509,1.19,7.19
2913 農林,202509,-3.61,-0.2
2915 潤泰全,202509,-5.48,3.08
2916 滿心,202509,0.26,1.25
2923 鼎固-KY,202509,-68.07,0.93
2924 宏太-KY,202509,-80.03,-2.23
2926 誠品生活,202509,5.24,0.84
2929 淘帝-KY,202509,-15.63,-0.44
2937 集雅社,202509,11.61,2.39
2939 永邑-KY,202509,-0.31,-3.7
2941 米斯特,202509,16.43,3.07
2945 三商家購,202509,2.79,1.69
2947 振宇五金,202509,6.1,2.18
2948 寶陞,202509,-0.12,2.11
2949 欣新網,202509,23.97,1.48
3002 歐格,202509,41.31,1.48
3003 健和興,202509,-11.17,1.35
3004 豐達科,202509,14.01,2.55
3005 神基,202509,6.98,5.4
3006 晶豪科,202509,4.82,0.15
3008 大立光,202509,-6.71,3.94
3010 華立,202509,-9.7,3.39
3011 今皓,202509,-49.85,-6.73
3013 晟銘電,202509,-7.24,4.72
3014 聯陽,202509,-3.71,6.13
3015 全漢,202509,11.87,1.76
3016 嘉晶,202509,-7.52,0.28
3017 奇鋐,202509,104.24,15.62
3018 隆銘綠能,202509,-60.63,-19.36
3019 亞光,202509,4.76,3.9
3021 鴻名,202509,-9.96,2.62
3022 威強電,202509,-18.73,3.6
3023 信邦,202509,-10.42,5.07
3024 憶聲,202509,-14.13,0.32
3025 星通,202509,-32.07,9.28
3026 禾伸堂,202509,0.64,2.68
3027 盛達,202509,-26.38,2.15
3028 增你強,202509,14.74,3.27
3029 零壹,202509,30.26,5.1
3030 德律,202509,27.17,8.18
3031 佰鴻,202509,5.73,0.91
3032 偉訓,202509,101.93,3.68
3033 威健,202509,10.06,3.34
3034 聯詠,202509,-11.82,5.93
3035 智原,202509,12.18,1.28
3036 文曄,202509,25.91,4.49
3037 欣興,202509,7.2,2.55
3038 全台,202509,-12.07,3.14
3040 遠見,202509,-11.35,-0.38
3041 揚智,202509,-8.7,-4.74
3042 晶技,202509,-4.82,3.43
3043 科風,202509,-21.32,-0.6
3044 健鼎,202509,9.7,6.26
3045 台灣大,202509,-1.83,4.46
3046 建碁,202509,-11.87,7.21
3047 訊舟,202509,-67.35,-2.15
3048 益登,202509,-6.88,4.35
3049 精金,202509,-21.25,-2
3050 鈺德,202509,-4.34,1.28
3051 力特,202509,-11.91,1.84
3052 夆典,202509,26.53,1.66
3054 立萬利,202509,118.61,6.52
3055 蔚華科,202509,-56.91,-1.34
3056 富華新,202509,52.06,-0.2
3057 喬鼎,202509,-9.84,-4.44
3058 立德,202509,-2.87,-7.28
3059 華晶科,202509,29.51,1.79
3060 銘異,202509,-13.62,-0.4
3062 建漢,202509,-2.3,-2.3
3064 泰偉,202509,-51.25,-11.05
3066 李洲,202509,37.92,4.46
3067 全域,202509,904.93,-0.49
3071 協禧,202509,-14.31,0.82
3073 天方能源,202509,181.23,-1.99
3078 僑威,202509,4.95,5.06
3081 聯亞,202509,71.12,2.52
3083 網龍,202509,12.07,0.96
3085 新零售,202509,44.87,-2.61
3086 華義*,202509,2.22,-1.2
3088 艾訊,202509,-8.75,4.08
3090 日電貿,202509,22.96,6.32
3092 鴻碩,202509,-29.67,-7.78
3093 港建*,202509,9.3,5.48
3094 聯傑,202509,7.31,1.24
3095 及成,202509,-3.38,-1.08
3105 穩懋,202509,3.22,1.77
3114 好德,202509,8.83,7.15
3115 富榮綱,202509,39.93,-0.54
3118 進階,202509,9.82,4.89
3122 笙泉,202509,-17.48,-4.18
3128 昇銳,202509,-4.73,2.38
3130 一零四,202509,4.43,9.16
3131 弘塑,202509,50.61,6.48
3135 凌航,202509,43.17,5.04
3138 耀登,202509,2.66,3.12
3141 晶宏,202509,18.66,1.03
3147 大綜,202509,17.6,6.52
3149 正達,202509,-7.41,-5.53
3150 鈺寶-創,202509,-20.98,0.57
3152 璟德,202509,-21.07,1.99
3158 嘉實,202509,4.15,7.01
3162 精確,202509,48.79,1.03
3163 波若威,202509,18.39,8.32
3164 景岳,202509,6.06,1.62
3167 大量,202509,96.14,7.42
3168 眾福科,202509,-1.23,2.56
3169 亞信,202509,16.34,3.56
3171 炎洲流通,202509,66.53,6.26
3176 基亞,202509,-9.38,-1.28
3178 公準,202509,3.2,0.05
3188 鑫龍騰,202509,288.37,17.2
3189 景碩,202509,26.34,1.53
3191 雲嘉南,202509,-6.79,20.84
3205 佰研,202509,-18.86,-0.66
3206 志豐,202509,-24.83,1.59
3207 耀勝,202509,37.87,0.11
3209 全科,202509,-13.82,6.21
3211 順達,202509,0.87,2.64
3213 茂訊,202509,13.04,3.99
3217 優群,202509,8.65,8.97
3218 大學光,202509,-5.08,9.51
3219 倚強科,202509,39.73,5.99
3221 台嘉碩,202509,-2.2,-1.17
3224 三顧,202509,-5.56,-2.1
3226 龍鋒,202509,-33.2,-0.15
3227 原相,202509,-2.32,3.9
3228 金麗科,202509,-10.77,-4.59
3229 晟鈦,202509,13.27,-0.88
3230 錦明,202509,-17.79,-3.76
3231 緯創,202509,108.34,7.65
3232 昱捷,202509,-43.46,2.22
3234 光環,202509,14.09,-6.29
3236 千如,202509,5.29,2.28
3252 海灣,202509,-8.57,-0.25
3257 虹冠電,202509,38.38,5.5
3259 鑫創,202509,10.23,-8.01
3260 威剛,202509,54.38,9.75
3264 欣銓,202509,6.65,4.65
3265 台星科,202509,9.26,3.55
3266 昇陽,202509,-37.49,0.41
3268 海德威,202509,-11.66,-0.19
3272 東碩,202509,8.72,-16.38
3276 宇環,202509,-32.93,-0.09
3284 太普高,202509,-48.04,4.41
3285 微端,202509,-24.79,4.32
3287 廣寰科,202509,36.92,6.01
3288 點晶,202509,-23.96,-2.72
3289 宜特,202509,14.31,2.02
3290 東浦,202509,14.65,4.78
3293 鈊象,202509,14.6,19.01
3294 英濟,202509,-9.6,2.59
3296 勝德,202509,-5.83,0.1
3297 杭特,202509,25.41,1.71
3303 岱稜,202509,-8.3,6.82
3305 昇貿,202509,21.33,3.18
3306 鼎天,202509,33.42,0.16
3308 聯德,202509,71.47,3.53
3310 佳穎,202509,9.77,2.06
3311 閎暉,202509,-5.44,1.55
3312 弘憶股,202509,9.14,5.17
3313 斐成,202509,-22.1,-0.61
3317 尼克森,202509,2.92,1.75
3321 同泰,202509,21.58,-2.85
3322 建舜電,202509,9.31,0.03
3323 加百裕,202509,-5.11,-0.98
3324 雙鴻,202509,41.2,10.88
3325 旭品,202509,-12.07,-4.08
3332 幸康,202509,37.06,2.25
3338 泰碩,202509,-5.01,1.66
3339 泰谷,202509,31.84,-2.9
3346 麗清,202509,-17.53,0.09
3349 寶德,202509,39,-0.61
3354 律勝,202509,-25.01,-0.25
3356 奇偶,202509,-10.79,12.43
3357 臺慶科,202509,12.15,3.43
3360 尚立,202509,-0.13,-2.55
3362 先進光,202509,-7.86,0.3
3363 上詮,202509,32.67,0.81
3372 典範,202509,30.05,-3.13
3373 熱映,202509,-5.27,-1.39
3374 精材,202509,-3.47,4.79
3376 新日興,202509,-27.75,0.69
3379 彬台,202509,70.92,2.14
3380 明泰,202509,17.89,0.21
3388 崇越電,202509,-7.11,1.99
3390 旭軟,202509,-11.89,0.44
3402 漢科,202509,-2.94,7.33
3406 玉晶光,202509,3.29,6.18
3413 京鼎,202509,20.17,4.21
3416 融程電,202509,28.4,5.51
3419 譁裕,202509,40.54,-3.2
3426 台興,202509,-41.47,2.19
3430 奇鈦科,202509,31.66,2.91
3432 台端,202509,179.02,-1.86
3434 哲固,202509,-8.39,0.27
3437 榮創,202509,-29.06,-5.69
3438 類比科,202509,-3.18,1
3441 聯一光,202509,31.25,4.52
3443 創意,202509,30.28,7.7
3444 利機,202509,0.77,1.9
3447 展達,202509,50.51,8.14
3450 聯鈞,202509,-11.66,2.54
3454 晶睿,202509,-7.5,-1.46
3455 由田,202509,8.97,6.74
3465 進泰電子,202509,-14.04,0.36
3466 德晉,202509,-46.35,0.13
3467 台灣精材,202509,-3.94,1.06
3479 安勤,202509,7.86,4.5
3481 群創,202509,4.23,0.09
3483 力致,202509,0.98,3.47
3484 崧騰,202509,0.93,3.22
3485 敘豐,202509,-15,5.29
3489 森寶,202509,-64.99,-0.48
3490 單井,202509,7.77,2.44
3491 昇達科,202509,-24.35,3.4
3492 長盛,202509,-6.86,3.71
3494 誠研,202509,-5.17,-7.77
3498 陽程,202509,-36.88,-0.57
3499 環天科,202509,-31.19,-3.31
3501 維熹,202509,-13.58,1.09
3504 揚明光,202509,-6.79,-0.37
3508 位速,202509,22.02,-5.16
3511 矽瑪,202509,-26.53,-2.11
3512 皇龍,202509,162.18,-0.99
3515 華擎,202509,85.84,6.04
3516 亞帝歐,202509,-6.54,-0.29
3518 柏騰,202509,-6.21,-0.26
3520 華盈,202509,-0.09,0.54
3521 台鋼建設,202509,83.87,2.15
3522 御嵿,202509,11.77,-26.67
3523 迎輝,202509,53.12,-6.56
3526 凡甲,202509,6.74,7.9
3527 聚積,202509,-8.17,-0.3
3528 安馳,202509,79.94,6.08
3529 力旺,202509,5.89,16.05
3530 晶相光,202509,-18.27,2.5
3531 先益,202509,-31.1,1.29
3532 台勝科,202509,1.26,0.9
3533 嘉澤,202509,4.4,6.7
3535 晶彩科,202509,-8.6,-0.44
3537 堡達,202509,-0.76,6.11
3540 曜越,202509,42.71,1.86
3541 西柏,202509,-5.06,2.35
3543 州巧,202509,-12.93,-3.3
3545 敦泰,202509,-18.52,0.85
3546 宇峻,202509,6.79,0.21
3548 兆利,202509,-5.77,0.8
3550 聯穎,202509,4.11,-1.41
3551 世禾,202509,15.44,3.09
3552 同致,202509,1.14,0.49
3555 博士旺,202509,767.89,1.07
3556 禾瑞亞,202509,-4.44,2.15
3557 嘉威,202509,-49.26,-5.01
3558 神準,202509,21.86,1.37
3563 牧德,202509,121.28,4.31
3564 其陽,202509,-8.21,0.81
3567 逸昌,202509,-5.83,1.9
3570 大塚,202509,20.04,5.65
3576 聯合再生,202509,-44.17,-3.89
3577 泓格,202509,-20,2.04
3580 友威科,202509,-30.74,1.99
3581 博磊,202509,18.36,5.18
3583 辛耘,202509,13.23,5.33
3587 閎康,202509,8.67,3.21
3588 通嘉,202509,-23.76,0.29
3591 艾笛森,202509,-15.88,-0.8
3592 瑞鼎,202509,-12.46,3.09
3593 力銘,202509,13.03,-16.21
3594 磐儀,202509,40.57,1.57
3596 智易,202509,13.49,4.8
3597 映興,202509,14.96,1.62
3605 宏致,202509,3.7,3.31
3607 谷崧,202509,-16.41,3.17
3609 三一東林,202509,1.44,92.01
3611 鼎翰,202509,23.32,5.23
3615 安可,202509,-3.14,2.32
3617 碩天,202509,-2.48,7.66
3622 洋華,202509,-0.32,5.87
3623 富晶通,202509,14.74,1.89
3624 光頡,202509,-0.03,2.44
3625 西勝,202509,-15.94,-1.43
3628 盈正,202509,31.65,5.79
3629 地心引力,202509,22387.5,-14.2
3630 新鉅科,202509,15.46,-2.4
3631 晟楠,202509,-42.21,-0.63
3632 研勤,202509,-40.18,-4.79
3645 達邁,202509,-0.25,1.9
3646 艾恩特,202509,-22.3,0.43
3652 精聯,202509,8.36,2.14
3653 健策,202509,41.09,7.86
3661 世芯-KY,202509,-55.69,3.63
3663 鑫科,202509,-6.82,-0.22
3664 安瑞-KY,202509,20.61,0.79
3665 貿聯-KY,202509,29.13,6.69
3666 光耀,202509,-51.64,-4.26
3669 圓展,202509,-12.39,2
3672 康聯訊,202509,-18.5,-2.61
3673 TPK-KY,202509,-13.13,1.15
3675 德微,202509,-7.88,2.43
3679 新至陞,202509,-0.53,5.82
3680 家登,202509,-12.33,1.62
3684 榮昌,202509,43.07,6.11
3685 元創精密,202509,-16.73,1.43
3686 達能,202509,39.4,-1.56
3687 歐買尬,202509,6.2,11.22
3689 湧德,202509,5.03,3.55
3691 碩禾,202509,-12.27,-1.72
3693 營邦,202509,-39.95,3.72
3694 海華,202509,33.79,6.64
3701 大眾控,202509,-32.83,0.57
3702 大聯大,202509,-5.64,4.44
3703 欣陸,202509,-14.58,1.42
3704 合勤控,202509,0.25,5.04
3705 永信,202509,-9.13,2.48
3706 神達,202509,63.45,3.31
3707 漢磊,202509,3.78,-1.97
